LHNo,flagged,reasons,identity_sensitive,confidence,baseline_category,proposed_category,baseline_tags,proposed_tags,baseline_description,proposed_description,subject,date,filename
75-1883,True,description_error; low_confidence(0.78); doubts(1),True,0.78,Military & War,Military & War,military formation; uniformed soldiers; institutional building; early 20th century; black and white photograph,military formation; uniformed soldiers; institutional building; early 20th century; black and white photograph,"A black and white photograph showing a line of uniformed soldiers or cadets standing in formation on a grassy field with a large institutional building featuring a prominent tower visible in the background, with trees and spectators surrounding the scene.","A black and white photograph showing a line of uniformed cadets or students standing in formation on a grassy field with a large institutional building featuring a prominent tower visible in the background, with trees and spectators surrounding the scene.",NULL,NULL,lh-75-1883.jpg
75-1884,True,low_confidence(0.82); doubts(1),False,0.82,Streetscapes & Architecture,Streetscapes & Architecture,stone tower; ruins; black and white photograph; architectural remains; outdoor structure,stone tower; ruins; black and white photograph; architectural remains; outdoor structure,"A black and white photograph showing a tall, deteriorating stone tower or chimney with significant damage and missing sections, surrounded by overgrown vegetation at its base.","A black and white photograph showing a tall, deteriorating stone tower or chimney with significant damage and missing sections, surrounded by overgrown vegetation at its base.",NULL,NULL,lh-75-1884.jpg
75-1885,False,,False,0.85,Landscapes & Natural Features,Landscapes & Natural Features,rock formation; natural landscape; forested hillside; black and white photograph; geological outcrop,rock formation; natural landscape; forested hillside; black and white photograph; geological outcrop,"A black and white photograph showing a tall, distinctive rock formation or chimney-like stone structure rising from a forested hillside, with dense vegetation and trees surrounding it and a valley visible in the background.","A black and white photograph showing a tall, distinctive rock formation or chimney-like stone structure rising from a forested hillside, with dense vegetation and trees surrounding it and a valley visible in the background.",NULL,NULL,lh-75-1885.jpg
75-1886,False,,False,0.92,Civic Life & Events,Civic Life & Events,victorian building; public gathering; open field; black and white photograph; early 20th century,victorian building; public gathering; open field; black and white photograph; early 20th century,"A black and white photograph showing a large Victorian-era building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, likely documenting a public event or celebration in early 1900s Corning, New York.","A black and white photograph showing a large Victorian-era building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, likely documenting a public event or celebration in early 1900s Corning, New York.",NULL,NULL,lh-75-1886.jpg
75-1887,True,description_error; doubts(1),False,0.85,Civic Life & Events,Civic Life & Events,public gathering; gazebo; early 20th century; black and white photograph; outdoor event,public gathering; gazebo; early 20th century; black and white photograph; outdoor event,"A black and white photograph showing a large public gathering on an open field with a distinctive gazebo or bandstand structure visible on the left side, surrounded by trees and crowds of people in period clothing, with the reference number ""45"" visible in the lower right corner.","A black and white photograph showing a large public gathering on an open field with a distinctive tower or cupola structure with a tiered roof visible on the left side, surrounded by trees and crowds of people in period clothing, with the reference number ""45"" visible in the lower right corner.",NULL,NULL,lh-75-1887.jpg
75-1888,True,description_error; doubts(1),False,0.85,Civic Life & Events,Civic Life & Events,public gathering; victorian architecture; church building; open field; black and white photograph,public gathering; victorian architecture; church building; open field; black and white photograph,"A black and white photograph showing a large public gathering on an open field with a prominent Victorian-era church building with twin towers on the left side, surrounded by crowds of people and trees, with mountains visible in the distant background.","A black and white photograph showing a large public gathering on an open field with a prominent Victorian-era church building with a single tower on the left side, surrounded by crowds of people and trees, with mountains visible in the distant background.",NULL,NULL,lh-75-1888.jpg
75-1889,True,description_error; low_confidence(0.78); doubts(1),False,0.78,Civic Life & Events,Civic Life & Events,public gathering; tree-lined street; formal procession; early 20th century; black and white photograph,public gathering; tree-lined street; formal procession; early 20th century; black and white photograph,"A black and white photograph showing a large formal gathering or procession on a tree-lined street in what appears to be early 20th century Corning, NY, with crowds of people in period clothing and hats lining both sides of the street, flanked by multi-story buildings.","A black and white photograph showing a large formal gathering or procession on a tree-lined street in what appears to be early 20th century Corning, NY, with crowds of people in period clothing and hats lining the right side of the street, flanked by multi-story buildings.",NULL,NULL,lh-75-1889.jpg
75-1890,False,,False,0.92,Industry & Manufacturing,Industry & Manufacturing,early 20th century; street scene; crowds; brick buildings; utility poles; black and white photograph,early 20th century; street scene; crowds; brick buildings; utility poles; black and white photograph,"A black and white photograph showing a crowded street scene in what appears to be early 1900s Corning, NY, with numerous pedestrians gathered along a dirt road lined with brick industrial buildings, wooden utility poles, and a metal fence on the left side.","A black and white photograph showing a crowded street scene in what appears to be early 1900s Corning, NY, with numerous pedestrians gathered along a dirt road lined with brick industrial buildings, wooden utility poles, and a metal fence on the left side.",NULL,NULL,lh-75-1890.jpg
75-1891,True,description_error; doubts(2),False,0.85,Commerce & Business,Commerce & Business,parade; downtown street; brick buildings; early 20th century; black and white photograph,parade; downtown street; brick buildings; early 20th century; black and white photograph,"A large crowd gathers for a parade or public procession down a dirt street in downtown Corning, NY, lined with brick commercial buildings, wooden utility poles, and a railed bridge or walkway, with mountains visible in the background.","A large crowd gathers for a parade or public procession down a dirt street in downtown Corning, NY, lined with brick commercial buildings, wooden utility poles, and a railed fence, with mountains visible in the background.",NULL,NULL,lh-75-1891.jpg
75-1892,True,description_error; category_change(Industry & Manufacturing -> Civic Life & Events),False,0.92,Industry & Manufacturing,Civic Life & Events,marching band; unpaved street; brick buildings; early 20th century; black and white photograph,marching band; unpaved street; brick buildings; early 20th century; black and white photograph,"A marching band with brass instruments processes down an unpaved street in Corning, NY, flanked by brick industrial buildings and wooden utility poles, in this early 20th-century black and white photograph.","A marching band with brass instruments stands in formation on an unpaved street in Corning, NY, flanked by brick industrial buildings and wooden utility poles, in this early 20th-century black and white photograph.",NULL,NULL,lh-75-1892.jpg
75-1893,True,doubts(2),True,0.92,Civic Life & Events,Civic Life & Events,military formation; parade ground; institutional building; early 20th century; black and white photograph,military formation; parade ground; institutional building; early 20th century; black and white photograph,"A black and white photograph showing a large group of uniformed personnel standing in formation on an open field with a prominent Victorian-era institutional building with towers visible in the background, trees lining the grounds, and the archive reference number ""39"" visible in the lower right corner.","A black and white photograph showing a large group of uniformed personnel standing in formation on an open field with a prominent Victorian-era institutional building with towers visible in the background, trees lining the grounds, and the archive reference number ""39"" visible in the lower right corner.",NULL,NULL,lh-75-1893.jpg
75-1894,True,doubts(2),False,0.85,Civic Life & Events,Civic Life & Events,historic building; public gathering; victorian architecture; open field; black and white photograph,historic building; public gathering; victorian architecture; open field; black and white photograph,"A black and white photograph showing a large Victorian-era institutional building with multiple towers and cupolas surrounded by trees, with crowds of people gathered on an open field in front of it, marked with the number ""38"" in the lower right corner.","A black and white photograph showing a large Victorian-era institutional building with multiple towers and cupolas surrounded by trees, with crowds of people gathered on an open field in front of it, marked with the number ""38"" in the lower right corner.",NULL,NULL,lh-75-1894.jpg
75-1895,True,description_error; category_change(Military & War -> Civic Life & Events); low_confidence(0.72); doubts(1); category_flip(Military & War -> Civic Life & Events),True,0.72,Military & War,Civic Life & Events,military parade; institutional building; early 20th century; black and white photograph; open field,military parade; institutional building; early 20th century; black and white photograph; open field,"A black and white photograph showing a military formation or parade on an open field with soldiers lined up on the left, spectators gathered in the background, and a prominent institutional building with a tower visible on the right side of the image.","A black and white photograph showing a formation or gathering on an open field with uniformed figures lined up on the left, spectators gathered in the background, and a prominent institutional building with a tower visible on the right side of the image.",NULL,NULL,lh-75-1895.jpg
75-1896,True,doubts(2),False,0.92,Civic Life & Events,Civic Life & Events,victorian building; public gathering; open field; black and white photograph; historic architecture,victorian building; public gathering; open field; black and white photograph; historic architecture,"A black and white photograph showing a large Victorian-era institutional building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, with the archive reference number ""36"" visible in the lower right corner.","A black and white photograph showing a large Victorian-era institutional building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, with the archive reference number ""36"" visible in the lower right corner.",NULL,NULL,lh-75-1896.jpg
75-1897,True,description_error; low_confidence(0.78); doubts(1),True,0.78,Transportation,Transportation,steam locomotive; railroad; 1925; matt h shay; black and white photograph,steam locomotive; railroad; 1925; matt h shay; black and white photograph,"A photograph dated April 21, 1925, showing one of the largest engines in the world, a steam locomotive with passenger cars on railroad tracks passing through a residential area with buildings and bare trees visible in the background.","A photograph dated April 21, 1925, showing one of the largest engines in the world, a steam locomotive with cars on railroad tracks passing through a residential area with buildings and bare trees visible in the background.",NULL,NULL,lh-75-1897.jpg
75-1898,True,description_error,False,0.95,Disasters & Floods,Disasters & Floods,train wreck; crowd; 1929; disaster; black and white photograph,train wreck; crowd; 1929; disaster; black and white photograph,"A large crowd of onlookers gathers around the wreckage of a severely damaged train car and truck collision dated May 16, 1929, with debris scattered across the scene and railroad cars visible in the background.","A large crowd of onlookers gathers around the wreckage of severely damaged railroad cars dated May 16, 1929, with debris scattered across the scene and additional railroad cars visible in the background.",NULL,NULL,lh-75-1898.jpg
75-1899,False,,False,0.95,Disasters & Floods,Disasters & Floods,railroad wreck; derailment; campbell new york; 1929; black and white photograph,railroad wreck; derailment; campbell new york; 1929; black and white photograph,"A D.L.&W. Railroad wreck at Campbell, N.Y., photographed on May 10, 1929 at about 8 A.M., showing derailed and damaged freight cars on the tracks with debris scattered across the ground.","A D.L.&W. Railroad wreck at Campbell, N.Y., photographed on May 10, 1929 at about 8 A.M., showing derailed and damaged freight cars on the tracks with debris scattered across the ground.",NULL,NULL,lh-75-1899.jpg
75-1901,True,description_error,False,0.95,Disasters & Floods,Disasters & Floods,warehouse fire; gorton warehouse; ruins; corning ny; 1925; black and white photograph,warehouse fire; gorton warehouse; ruins; corning ny; 1925; black and white photograph,"This black and white photograph documents the ruins of the Gorton Warehouse following a fire that occurred on Friday, March 13, 1925 in Corning, New York, showing the charred skeletal remains of the industrial building with railroad tracks visible in the foreground.","This black and white photograph documents the ruins of the Rosenthul Warehouse following a fire that occurred on Friday, March 13, 1925 in Corning, New York, showing the charred skeletal remains of the industrial building with railroad tracks visible in the foreground.",NULL,NULL,lh-75-1901.jpg
75-1902,False,,False,0.92,Disasters & Floods,Disasters & Floods,fire damage; ruins; residential buildings; corning ny; black and white photograph,fire damage; ruins; residential buildings; corning ny; black and white photograph,"A black and white photograph dated March 12, 1925, showing extensive fire damage and debris in Corning, NY, with destroyed wooden structures, charred remains, and residential buildings visible in the background.","A black and white photograph dated March 12, 1925, showing extensive fire damage and debris in Corning, NY, with destroyed wooden structures, charred remains, and residential buildings visible in the background.",NULL,NULL,lh-75-1902.jpg
75-1903,True,description_error,False,0.92,Disasters & Floods,Disasters & Floods,warehouse fire; gorton warehouse; corning ny; fire damage; black and white photograph,warehouse fire; gorton warehouse; corning ny; fire damage; black and white photograph,"This black and white photograph documents the aftermath of a Central Warehouse Fire at the ruins of Gorton Warehouse in Corning, New York, taken on Friday, March 13, 1925 at 3 A.M., showing severely damaged wooden structures and a partially destroyed brick building in the background.","This black and white photograph documents the aftermath of a Central Warehouse Fire at the ruins of Gorton Warehouse in Corning, New York, taken on Friday, March 13, 1925 at 3 A.M., showing severely damaged wooden structures in the foreground with a large brick warehouse building visible in the background.",NULL,NULL,lh-75-1903.jpg
75-1904,False,,False,0.92,Disasters & Floods,Disasters & Floods,warehouse fire; destruction; debris; corning ny; 1915,warehouse fire; destruction; debris; corning ny; 1915,"This black and white photograph documents the aftermath of a warehouse fire in Corning, NY on Friday, March 13, 1915 at 3 A.M., showing extensive rubble and charred remains with residential buildings visible in the background.","This black and white photograph documents the aftermath of a warehouse fire in Corning, NY on Friday, March 13, 1915 at 3 A.M., showing extensive rubble and charred remains with residential buildings visible in the background.",NULL,NULL,lh-75-1904.jpg
75-1907,True,description_error; tags_error,False,0.95,Streetscapes & Architecture,Streetscapes & Architecture,tree damage; park avenue; corning ny; 1925; storm damage,tree damage; park avenue; corning ny; july 19 1925; storm damage,"A black and white photograph documenting a large tree blown down on Park Avenue in Corning, NY on 5.19.25, with residential buildings, utility poles, and several people visible on the street amid the debris.","A black and white photograph documenting a large tree blown down on Park Avenue in Corning, NY on 7.19.25, with residential buildings, utility poles, and several people visible on the street amid the debris.",NULL,NULL,lh-75-1907.jpg
75-1908,False,,True,0.85,Streetscapes & Architecture,Streetscapes & Architecture,black and white photograph; brick building; two people; doorway; vintage clothing,black and white photograph; brick building; two people; doorway; vintage clothing,"A black and white photograph showing two people standing in front of a brick building with a doorway and window, likely from the early-to-mid 20th century.","A black and white photograph showing two people standing in front of a brick building with a doorway and window, likely from the early-to-mid 20th century.",NULL,NULL,lh-75-1908.jpg
75-1909,True,description_error; category_change(Glass & Decorative Arts -> Streetscapes & Architecture),False,0.85,Glass & Decorative Arts,Streetscapes & Architecture,victorian mansion; residential architecture; black and white photograph; historic house; corning ny,victorian mansion; residential architecture; black and white photograph; historic house; corning ny,"A black and white photograph of a large Victorian-era residential mansion featuring distinctive architectural elements including a mansard roof, multiple gables, wraparound porches, and ornamental details, surrounded by mature trees in what appears to be Corning, New York.","A black and white photograph of a large Victorian-era residential mansion featuring distinctive architectural elements including a mansard roof, multiple gables, a front porch, and ornamental details, surrounded by mature trees in what appears to be Corning, New York.",NULL,NULL,lh-75-1909.jpg
75-1910,True,"description_error; lexicon_group_identity(native american,indian)",True,0.95,Streetscapes & Architecture,Streetscapes & Architecture,indian monument; statue; downtown corning; early 20th century; black and white photograph,indian monument; statue; downtown corning; early 20th century; black and white photograph,"A black and white photograph showing the Indian Monument in Corning, NY, featuring a tall stone pedestal with a Native American statue on top, surrounded by bare trees and period buildings along a brick-paved street.","A black and white photograph showing the Indian Monument in Painted Post, NY, featuring a tall stone pedestal with a Native American statue on top, surrounded by bare trees and period buildings along a brick-paved street.",NULL,NULL,lh-75-1910.jpg
75-1911,False,,False,0.92,Streetscapes & Architecture,Streetscapes & Architecture,brick building; tower; bare trees; black and white photograph; historic architecture,brick building; tower; bare trees; black and white photograph; historic architecture,"A black and white photograph showing a multi-story brick institutional or civic building with a distinctive tower, surrounded by bare trees, likely taken during winter or early spring in Corning, NY.","A black and white photograph showing a multi-story brick institutional or civic building with a distinctive tower, surrounded by bare trees, likely taken during winter or early spring in Corning, NY.",NULL,NULL,lh-75-1911.jpg
75-1912,True,description_error; low_confidence(0.72); doubts(1),True,0.72,People & Portraits,People & Portraits,portrait photograph; eyeglasses; early 20th century; black and white; oval vignette,portrait photograph; eyeglasses; early 20th century; black and white; oval vignette,"A black and white portrait photograph of a person wearing eyeglasses, presented in an oval vignette format typical of early 20th-century photography, with visible damage and archival wear on the left edge.","A black and white portrait photograph of a person wearing eyeglasses, presented in an oval vignette format typical of early 20th-century photography.",NULL,NULL,lh-75-1912.jpg
75-1913,True,description_error; doubts(1),False,0.85,Disasters & Floods,Disasters & Floods,corning ny; historic building; fire damage; 1926; black and white photograph,corning ny; historic building; fire damage; 1926; black and white photograph,"A photograph dated 5-12-1926 showing a damaged Victorian-era building in Corning, New York, with visible fire damage to its structure, bare trees, utility poles, and adjacent brick buildings.","A photograph dated 5-12-1926 showing a club building in Corning, New York, heavily damaged by fire with charred and blackened sections, bare trees, utility poles, and adjacent structures.",NULL,NULL,lh-75-1913.jpg
75-1917,True,description_error; doubts(1),False,0.85,Sports & Recreation,Sports & Recreation,festival 1924; one-wheeled bicycle; monowheel; street performance; black and white photograph,festival 1924; one-wheeled bicycle; monowheel; street performance; black and white photograph,"A black and white photograph dated ""Festival 10-2-1924"" showing a person riding a monowheel (single-wheeled vehicle) on a street, with buildings and trees visible in the background, documenting what appears to be a circus or festival performance in Corning, NY.","A black and white photograph dated ""Festival 10-2-1924"" showing a person riding a unicycle (or similar two-wheeled vehicle) on a street, with buildings and trees visible in the background, documenting what appears to be a circus or festival performance in Corning, NY.",NULL,NULL,lh-75-1917.jpg
75-1918,True,description_error; doubts(1),False,0.92,Commerce & Business,Commerce & Business,float parade; fire prevention week; downtown corning; 1920s; black and white photograph,float parade; fire prevention week; downtown corning; 1920s; black and white photograph,"A parade float decorated for Fire Prevention Week (October 5-11) featuring a miniature building with an American flag, sponsored by DUNT, rolls down a downtown Corning street past storefronts including a Lipinsky Shop, circa 1920s.","A parade float decorated for Fire Prevention Week (October 5-11) featuring a miniature building with an American flag, sponsored by DONT, rolls down a downtown Corning street past storefronts including a Lipinsky Shop, circa 1920s.",NULL,NULL,lh-75-1918.jpg
75-1919,True,description_error; category_change(Disasters & Floods -> Streetscapes & Architecture); low_confidence(0.75); doubts(2),False,0.75,Disasters & Floods,Streetscapes & Architecture,flood damage; Susquehanna River; 1930s; bicycles; wooden structures,flood damage; Susquehanna River; 1930s; bicycles; wooden structures,"A black and white photograph dated April 9, 1931 showing flood damage along the Susquehanna River, with several people on bicycles standing near a damaged wooden structure and a partially submerged vehicle in muddy floodwaters.","A black and white photograph dated April 2, 1931 showing several people on bicycles standing near a wooden structure and a vehicle on wet ground along the Susquehanna River.",NULL,NULL,lh-75-1919.jpg
75-1920,True,low_confidence(0.75); doubts(1),True,0.75,Commerce & Business,Commerce & Business,riverside; 1924; bare trees; commercial buildings; black and white photograph,riverside; 1924; bare trees; commercial buildings; black and white photograph,"A photograph dated April 3, 1924, showing W. Kichbaugh's Riverside property with wooden commercial structures, bare spring trees, and an early automobile visible on the left side of the frame.","A photograph dated April 3, 1924, showing W. Kichbaugh's Riverside property with wooden commercial structures, bare spring trees, and an early automobile visible on the left side of the frame.",NULL,NULL,lh-75-1920.jpg
75-1921,False,,False,0.92,Commerce & Business,Commerce & Business,storefront; brick building; relocation notice; men's clothing store; black and white photograph; mid-20th century,storefront; brick building; relocation notice; men's clothing store; black and white photograph; mid-20th century,"A black and white photograph of a downtown storefront with a prominent banner reading ""WE MUST BE READY TO MOVE TO OUR NEW BUILDING LATE IN APRIL"" advertising a men's clothing store closure and relocation, with brick buildings visible above and pedestrians on the street.","A black and white photograph of a downtown storefront with a prominent banner reading ""WE MUST BE READY TO MOVE TO OUR NEW BUILDING LATE IN APRIL"" advertising a men's clothing store closure and relocation, with brick buildings visible above and pedestrians on the street.",NULL,NULL,lh-75-1921.jpg
75-1922,True,low_confidence(0.82); doubts(1),False,0.82,Commerce & Business,Commerce & Business,downtown corning; brick buildings; early 20th century; street corner; black and white photograph,downtown corning; brick buildings; early 20th century; street corner; black and white photograph,"A black and white photograph showing a prominent corner building in downtown Corning, NY with distinctive brick architecture, large storefront windows on the ground level, and multiple stories of regular windows, surrounded by other period commercial buildings and pedestrians on an unpaved street.","A black and white photograph showing a prominent corner building in downtown Corning, NY with distinctive brick architecture, large storefront windows on the ground level, and multiple stories of regular windows, surrounded by other period commercial buildings and pedestrians on an unpaved street.",NULL,NULL,lh-75-1922.jpg
75-1923,False,,False,0.85,Commerce & Business,Commerce & Business,storefront; brick building; awning; clothing store; black and white photograph,storefront; brick building; awning; clothing store; black and white photograph,"A black and white photograph of a historic storefront with a striped awning reading ""CLOTHING HOUSE,"" featuring ornate brick architecture with decorative cornices and tall windows on the upper floors.","A black and white photograph of a historic storefront with a striped awning reading ""CLOTHING HOUSE,"" featuring ornate brick architecture with decorative cornices and tall windows on the upper floors.",NULL,NULL,lh-75-1923.jpg
75-1924,False,,False,0.92,Commerce & Business,Commerce & Business,downtown street; brick buildings; storefronts; horse-drawn wagons; early 20th century,downtown street; brick buildings; storefronts; horse-drawn wagons; early 20th century,"A black and white photograph of a Corning, NY downtown street lined with ornate brick commercial buildings featuring storefronts with awnings, horse-drawn wagons, and pedestrians gathered along the street, likely from the early 1900s.","A black and white photograph of a Corning, NY downtown street lined with ornate brick commercial buildings featuring storefronts with awnings, horse-drawn wagons, and pedestrians gathered along the street, likely from the early 1900s.",NULL,NULL,lh-75-1924.jpg
75-1925,True,description_error; low_confidence(0.75); doubts(1),False,0.75,Industry & Manufacturing,Industry & Manufacturing,industrial factory; manufacturing floor; machinery; black and white photograph; mid-20th century,industrial factory; manufacturing floor; machinery; black and white photograph; mid-20th century,"A black and white photograph showing the interior of an industrial manufacturing facility with heavy machinery, overhead beams, and workers on the factory floor, likely from Corning's glass or manufacturing industry in the mid-20th century.","A black and white photograph showing the interior of an industrial manufacturing facility with heavy machinery, overhead beams, and workers on the factory floor, likely from an automotive assembly or manufacturing operation in the mid-20th century.",NULL,NULL,lh-75-1925.jpg
75-1926,True,description_error; low_confidence(0.75); doubts(1),False,0.75,Industry & Manufacturing,Industry & Manufacturing,industrial construction; american bridge company; steel framework; crane; black and white photograph,industrial construction; american bridge company; steel framework; crane; black and white photograph,"A black and white photograph showing industrial construction at the American Bridge Company facility in Corning, NY, featuring a steel lattice crane, workers, and structural framework under construction.","A black and white photograph showing industrial construction at the American Bridge Company facility in Corning, NY, featuring a steel lattice crane, workers, and industrial equipment including a locomotive or rail car.",NULL,NULL,lh-75-1926.jpg
75-672,True,description_error; doubts(1),False,0.85,Industry & Manufacturing,Industry & Manufacturing,construction; crane; workers; industrial equipment; black and white photograph,construction; crane; workers; industrial equipment; black and white photograph,"A black and white photograph showing construction or industrial workers operating a large crane with a curved boom on a metal framework, with period buildings including a multi-story apartment building and Victorian-style houses visible in the background.","A black and white photograph showing workers operating a large concrete mixer or similar industrial equipment mounted on a metal framework platform, with period buildings including a multi-story apartment building and Victorian-style houses visible in the background.",NULL,NULL,lh-75-672.jpg
76-0696,True,description_error,True,0.95,Landscapes & Natural Features,Landscapes & Natural Features,child; tree; rural landscape; black and white photograph; vintage vignette,child; tree; rural landscape; black and white photograph; vintage vignette,"A black and white photograph showing a young child sitting on a large fallen tree branch in a rural outdoor setting, with farm buildings visible in the background and vignette-style circular framing typical of early 20th-century photography.","A black and white photograph showing a young child sitting on a large branch of a living tree in a rural outdoor setting, with farm buildings visible in the background and vignette-style circular framing typical of early 20th-century photography.",NULL,NULL,lh-76-0696.jpg
76-1606,True,doubts(1),False,0.85,Commerce & Business,Commerce & Business,downtown street; historic buildings; storefronts; trolley tracks; black and white photograph,downtown street; historic buildings; storefronts; trolley tracks; black and white photograph,"A black and white photograph of a downtown Corning street lined with ornate multi-story commercial buildings, streetcar tracks, storefronts with awnings, and utility poles, appearing to be from the late 19th or early 20th century.","A black and white photograph of a downtown Corning street lined with ornate multi-story commercial buildings, streetcar tracks, storefronts with awnings, and utility poles, appearing to be from the late 19th or early 20th century.",NULL,NULL,lh-76-1606.jpg
76-1607,True,description_error; low_confidence(0.72); doubts(1),True,0.72,Industry & Manufacturing,Industry & Manufacturing,pharmacy interior; vintage shelving; early 20th century; man at desk; black and white photograph,pharmacy interior; vintage shelving; early 20th century; man at desk; black and white photograph,"A black and white photograph showing a man seated at a desk in what appears to be an early 20th-century pharmacy or apothecary shop, surrounded by shelves of bottles and jars, with a portrait hanging on the wall and various period furnishings and equipment visible throughout the interior space.","A black and white photograph showing a man seated at a counter or desk in an early 20th-century pharmacy or drugstore, surrounded by shelves of bottles and jars, with a portrait hanging on the wall and various period furnishings and equipment visible throughout the interior space.",NULL,NULL,lh-76-1607.jpg
76-1608,True,description_error; doubts(1),False,0.85,Landscapes & Natural Features,Landscapes & Natural Features,chimney narrows; rock formation; river landscape; vintage photograph; corning new york,chimney narrows; rock formation; river landscape; vintage photograph; corning new york,"A black and white photograph showing the Chimney Narrows rock formation near Corning, NY, with a steep cliff face overlooking a river valley, several visitors standing on the sandy shore below, and mountains visible in the distance.","A black and white photograph showing the Chimney Narrows rock formation near Corning, NY, with a steep cliff face overlooking a river valley, several visitors standing on a narrow path at the base of the cliff, and mountains visible in the distance.","Chimney Narrows (Rock formation near Corning, N.Y.)",NULL,lh-76-1608.jpg
76-1609,True,description_error; low_confidence(0.72); doubts(1); category_flip(Civic Life & Events -> Commerce & Business),False,0.72,Civic Life & Events,Commerce & Business,parade; patriotic bunting; brick building; crowd; early 20th century,parade; patriotic bunting; brick building; crowd; early 20th century,"A black and white photograph showing a patriotic parade or civic celebration in Corning, NY, with large crowds gathered below a brick building decorated with American flags, bunting, and streamers, with spectators visible in windows and on the street level.","A black and white photograph showing a patriotic civic celebration in Corning, NY, with a large crowd gathered in front of a brick storefront decorated with American flags, bunting, and streamers, with spectators visible in windows above and crowds filling the street.",NULL,NULL,lh-76-1609.jpg
76-1610,True,low_confidence(0.78); doubts(1),True,0.78,Landscapes & Natural Features,Landscapes & Natural Features,chimney narrows; rock formation; person standing; river landscape; black and white photograph,chimney narrows; rock formation; person standing; river landscape; black and white photograph,"A black and white photograph showing a person standing on a sloped, rocky terrain beneath the distinctive Chimney Narrows rock formation near Corning, New York, with a river visible in the background.","A black and white photograph showing a person standing on a sloped, rocky terrain beneath the distinctive Chimney Narrows rock formation near Corning, New York, with a river visible in the background.","Chimney Narrows (Rock formation near Corning, N.Y.)",NULL,lh-76-1610.jpg
76-1611,False,,False,0.92,Landscapes & Natural Features,Landscapes & Natural Features,dirt path; large trees; natural landscape; black and white photograph; rural scenery,dirt path; large trees; natural landscape; black and white photograph; rural scenery,"A black and white photograph showing a dirt path lined with large trees and dense vegetation, depicting a natural landscape near Chimney Narrows in Corning, New York.","A black and white photograph showing a dirt path lined with large trees and dense vegetation, depicting a natural landscape near Chimney Narrows in Corning, New York.","Chimney Narrows (Rock formation near Corning, N.Y.)",NULL,lh-76-1611.jpg
76-1612,True,description_error; category_change(Industry & Manufacturing -> Streetscapes & Architecture),False,0.85,Industry & Manufacturing,Streetscapes & Architecture,corning new york; panoramic view; residential neighborhood; hills; black and white photograph,corning new york; panoramic view; residential neighborhood; hills; black and white photograph,"A black and white panoramic photograph showing the town of Corning, New York nestled in a valley surrounded by rolling hills, with residential houses, church steeples, and industrial buildings visible across the landscape.","A black and white panoramic photograph showing the town of Corning, New York spread across relatively level terrain with rolling hills rising in the background, with residential houses, church steeples, and industrial buildings visible across the landscape.","Corning, New York",NULL,lh-76-1612.jpg
76-1613,True,description_error,False,0.95,Industry & Manufacturing,Industry & Manufacturing,industrial plant; railroad tracks; factory buildings; corning ny; black and white photograph,industrial plant; railroad tracks; factory buildings; corning ny; black and white photograph,"A black and white photograph showing an industrial manufacturing facility in Corning, NY with multiple factory buildings, tall smokestacks, railroad tracks in the foreground, and piles of raw materials, labeled ""Flint Glass Plant, Corning, N.Y."" at the bottom of the image.","A black and white photograph showing an industrial manufacturing facility in Corning, NY with multiple factory buildings, tall smokestacks, railroad tracks in the foreground, and piles of raw materials, labeled ""Flint Glass Works Plant, Corning, N.Y."" at the bottom of the image.",NULL,NULL,lh-76-1613.jpg
76-1616,True,category_change(Industry & Manufacturing -> Civic Life & Events); low_confidence(0.72); doubts(1),False,0.72,Industry & Manufacturing,Civic Life & Events,industrial building; water tower; brick architecture; early 20th century; black and white photograph,industrial building; water tower; brick architecture; early 20th century; black and white photograph,"A black and white photograph showing a multi-story brick industrial or institutional building with a prominent water tower, surrounded by vegetation and landscaping, likely from the early 1900s.","A black and white photograph showing a multi-story brick industrial or institutional building with a prominent water tower, surrounded by vegetation and landscaping, likely from the early 1900s.",NULL,NULL,lh-76-1616.jpg
76-1617,False,,False,0.92,Education,Education,brick building; high school; painted post; bare trees; black and white photograph,brick building; high school; painted post; bare trees; black and white photograph,"A black and white photograph showing the High School in Painted Post, New York, a two-story brick building with decorative chimneys and multiple windows, surrounded by bare trees and an open lawn.","A black and white photograph showing the High School in Painted Post, New York, a two-story brick building with decorative chimneys and multiple windows, surrounded by bare trees and an open lawn.",NULL,NULL,lh-76-1617.jpg
76-1618,True,description_error; doubts(1),False,0.85,Disasters & Floods,Disasters & Floods,flooded industrial complex; factory smokestacks; river flood; black and white photograph; corning glass works,flooded industrial complex; factory smokestacks; river flood; black and white photograph; corning glass works,"A black and white photograph showing the Corning Glass Works facility inundated by floodwaters from the adjacent river, with multiple tall industrial smokestacks visible above the flood line and factory buildings partially submerged along the waterfront.","A black and white photograph showing the Corning Glass Works facility with floodwaters from the adjacent river surrounding the industrial complex at ground level, with multiple tall industrial smokestacks visible and factory buildings standing above the flood line along the waterfront.",Corning Glass Center Buildings,NULL,lh-76-1618.jpg
