id,LHNo,Subject:,Date,Tags,Description
1879,75-1893,,,military formation; parade ground; institutional building; early 20th century; black and white photograph,"A black and white photograph showing a large group of uniformed personnel standing in formation on an open field with a prominent Victorian-era institutional building with towers visible in the background, trees lining the grounds, and the archive reference number ""39"" visible in the lower right corner."
1880,75-1894,,,historic building; public gathering; victorian architecture; open field; black and white photograph,"A black and white photograph showing a large Victorian-era institutional building with multiple towers and cupolas surrounded by trees, with crowds of people gathered on an open field in front of it, marked with the number ""38"" in the lower right corner."
1881,75-1895,,,military parade; institutional building; early 20th century; black and white photograph; open field,"A black and white photograph showing a military formation or parade on an open field with soldiers lined up on the left, spectators gathered in the background, and a prominent institutional building with a tower visible on the right side of the image."
1882,75-1896,,,victorian building; public gathering; open field; black and white photograph; historic architecture,"A black and white photograph showing a large Victorian-era institutional building with distinctive towers and cupolas surrounded by crowds of people gathered on an open field, with the archive reference number ""36"" visible in the lower right corner."
1883,75-1897,,,steam locomotive; railroad; 1925; matt h shay; black and white photograph,"A photograph dated April 21, 1925, showing one of the largest engines in the world, a steam locomotive with passenger cars on railroad tracks passing through a residential area with buildings and bare trees visible in the background."
1884,75-1898,,,train wreck; crowd; 1929; disaster; black and white photograph,"A large crowd of onlookers gathers around the wreckage of a severely damaged train car and truck collision dated May 16, 1929, with debris scattered across the scene and railroad cars visible in the background."
1885,75-1899,,,railroad wreck; derailment; campbell new york; 1929; black and white photograph,"A D.L.&W. Railroad wreck at Campbell, N.Y., photographed on May 10, 1929 at about 8 A.M., showing derailed and damaged freight cars on the tracks with debris scattered across the ground."
1886,75-1901,,,warehouse fire; gorton warehouse; ruins; corning ny; 1925; black and white photograph,"This black and white photograph documents the ruins of the Gorton Warehouse following a fire that occurred on Friday, March 13, 1925 in Corning, New York, showing the charred skeletal remains of the industrial building with railroad tracks visible in the foreground."
1887,75-1902,,,fire damage; ruins; residential buildings; corning ny; black and white photograph,"A black and white photograph dated March 12, 1925, showing extensive fire damage and debris in Corning, NY, with destroyed wooden structures, charred remains, and residential buildings visible in the background."
1888,75-1903,,,warehouse fire; gorton warehouse; corning ny; fire damage; black and white photograph,"This black and white photograph documents the aftermath of a Central Warehouse Fire at the ruins of Gorton Warehouse in Corning, New York, taken on Friday, March 13, 1925 at 3 A.M., showing severely damaged wooden structures and a partially destroyed brick building in the background."
1889,75-1904,,,warehouse fire; destruction; debris; corning ny; 1915,"This black and white photograph documents the aftermath of a warehouse fire in Corning, NY on Friday, March 13, 1915 at 3 A.M., showing extensive rubble and charred remains with residential buildings visible in the background."
1890,75-1907,,,tree damage; park avenue; corning ny; 1925; storm damage,"A black and white photograph documenting a large tree blown down on Park Avenue in Corning, NY on 5.19.25, with residential buildings, utility poles, and several people visible on the street amid the debris."
1891,75-1908,,,black and white photograph; brick building; two people; doorway; vintage clothing,"A black and white photograph showing two people standing in front of a brick building with a doorway and window, likely from the early-to-mid 20th century."
1892,75-1909,,,victorian mansion; residential architecture; black and white photograph; historic house; corning ny,"A black and white photograph of a large Victorian-era residential mansion featuring distinctive architectural elements including a mansard roof, multiple gables, wraparound porches, and ornamental details, surrounded by mature trees in what appears to be Corning, New York."
1893,75-1910,,,indian monument; statue; downtown corning; early 20th century; black and white photograph,"A black and white photograph showing the Indian Monument in Corning, NY, featuring a tall stone pedestal with a Native American statue on top, surrounded by bare trees and period buildings along a brick-paved street."
1894,75-1911,,,brick building; tower; bare trees; black and white photograph; historic architecture,"A black and white photograph showing a multi-story brick institutional or civic building with a distinctive tower, surrounded by bare trees, likely taken during winter or early spring in Corning, NY."
1895,75-1912,,,portrait photograph; eyeglasses; early 20th century; black and white; oval vignette,"A black and white portrait photograph of a person wearing eyeglasses, presented in an oval vignette format typical of early 20th-century photography, with visible damage and archival wear on the left edge."
1896,75-1913,,,corning ny; historic building; fire damage; 1926; black and white photograph,"A photograph dated 5-12-1926 showing a damaged Victorian-era building in Corning, New York, with visible fire damage to its structure, bare trees, utility poles, and adjacent brick buildings."
1897,75-1917,,,festival 1924; one-wheeled bicycle; monowheel; street performance; black and white photograph,"A black and white photograph dated ""Festival 10-2-1924"" showing a person riding a monowheel (single-wheeled vehicle) on a street, with buildings and trees visible in the background, documenting what appears to be a circus or festival performance in Corning, NY."
1898,75-1918,,,float parade; fire prevention week; downtown corning; 1920s; black and white photograph,"A parade float decorated for Fire Prevention Week (October 5-11) featuring a miniature building with an American flag, sponsored by DUNT, rolls down a downtown Corning street past storefronts including a Lipinsky Shop, circa 1920s."
1899,75-1919,,,flood damage; Susquehanna River; 1930s; bicycles; wooden structures,"A black and white photograph dated April 9, 1931 showing flood damage along the Susquehanna River, with several people on bicycles standing near a damaged wooden structure and a partially submerged vehicle in muddy floodwaters."
1900,75-1920,,,riverside; 1924; bare trees; commercial buildings; black and white photograph,"A photograph dated April 3, 1924, showing W. Kichbaugh's Riverside property with wooden commercial structures, bare spring trees, and an early automobile visible on the left side of the frame."
1901,75-1921,,,storefront; brick building; relocation notice; men's clothing store; black and white photograph; mid-20th century,"A black and white photograph of a downtown storefront with a prominent banner reading ""WE MUST BE READY TO MOVE TO OUR NEW BUILDING LATE IN APRIL"" advertising a men's clothing store closure and relocation, with brick buildings visible above and pedestrians on the street."
1902,75-1922,,,downtown corning; brick buildings; early 20th century; street corner; black and white photograph,"A black and white photograph showing a prominent corner building in downtown Corning, NY with distinctive brick architecture, large storefront windows on the ground level, and multiple stories of regular windows, surrounded by other period commercial buildings and pedestrians on an unpaved street."
1903,75-1923,,,storefront; brick building; awning; clothing store; black and white photograph,"A black and white photograph of a historic storefront with a striped awning reading ""CLOTHING HOUSE,"" featuring ornate brick architecture with decorative cornices and tall windows on the upper floors."
1904,75-1924,,,downtown street; brick buildings; storefronts; horse-drawn wagons; early 20th century,"A black and white photograph of a Corning, NY downtown street lined with ornate brick commercial buildings featuring storefronts with awnings, horse-drawn wagons, and pedestrians gathered along the street, likely from the early 1900s."
1905,75-1925,,,industrial factory; manufacturing floor; machinery; black and white photograph; mid-20th century,"A black and white photograph showing the interior of an industrial manufacturing facility with heavy machinery, overhead beams, and workers on the factory floor, likely from Corning's glass or manufacturing industry in the mid-20th century."
1906,75-1926,,,industrial construction; american bridge company; steel framework; crane; black and white photograph,"A black and white photograph showing industrial construction at the American Bridge Company facility in Corning, NY, featuring a steel lattice crane, workers, and structural framework under construction."
1907,75-672,,,construction; crane; workers; industrial equipment; black and white photograph,"A black and white photograph showing construction or industrial workers operating a large crane with a curved boom on a metal framework, with period buildings including a multi-story apartment building and Victorian-style houses visible in the background."
1908,76-0696,,,child; tree; rural landscape; black and white photograph; vintage vignette,"A black and white photograph showing a young child sitting on a large fallen tree branch in a rural outdoor setting, with farm buildings visible in the background and vignette-style circular framing typical of early 20th-century photography."
1909,76-1605,Fall Brook Coal Company - Engine,,,
1910,76-1606,,,downtown street; historic buildings; storefronts; trolley tracks; black and white photograph,"A black and white photograph of a downtown Corning street lined with ornate multi-story commercial buildings, streetcar tracks, storefronts with awnings, and utility poles, appearing to be from the late 19th or early 20th century."
1911,76-1607,,,pharmacy interior; vintage shelving; early 20th century; man at desk; black and white photograph,"A black and white photograph showing a man seated at a desk in what appears to be an early 20th-century pharmacy or apothecary shop, surrounded by shelves of bottles and jars, with a portrait hanging on the wall and various period furnishings and equipment visible throughout the interior space."
1912,76-1608,"Chimney Narrows (Rock formation near Corning, N.Y.)",,chimney narrows; rock formation; river landscape; vintage photograph; corning new york,"A black and white photograph showing the Chimney Narrows rock formation near Corning, NY, with a steep cliff face overlooking a river valley, several visitors standing on the sandy shore below, and mountains visible in the distance."
1913,76-1609,,,parade; patriotic bunting; brick building; crowd; early 20th century,"A black and white photograph showing a patriotic parade or civic celebration in Corning, NY, with large crowds gathered below a brick building decorated with American flags, bunting, and streamers, with spectators visible in windows and on the street level."
1914,76-1610,"Chimney Narrows (Rock formation near Corning, N.Y.)",,chimney narrows; rock formation; person standing; river landscape; black and white photograph,"A black and white photograph showing a person standing on a sloped, rocky terrain beneath the distinctive Chimney Narrows rock formation near Corning, New York, with a river visible in the background."
1915,76-1611,"Chimney Narrows (Rock formation near Corning, N.Y.)",,dirt path; large trees; natural landscape; black and white photograph; rural scenery,"A black and white photograph showing a dirt path lined with large trees and dense vegetation, depicting a natural landscape near Chimney Narrows in Corning, New York."
1916,76-1612,"Corning, New York",,corning new york; panoramic view; residential neighborhood; hills; black and white photograph,"A black and white panoramic photograph showing the town of Corning, New York nestled in a valley surrounded by rolling hills, with residential houses, church steeples, and industrial buildings visible across the landscape."
1917,76-1613,,,industrial plant; railroad tracks; factory buildings; corning ny; black and white photograph,"A black and white photograph showing an industrial manufacturing facility in Corning, NY with multiple factory buildings, tall smokestacks, railroad tracks in the foreground, and piles of raw materials, labeled ""Flint Glass Plant, Corning, N.Y."" at the bottom of the image."
1918,76-1614,"Centerway Bridge, Corning, N.Y. ",1972,,
1919,76-1615,"Delaware, Lackawanna and Western Railroad Station",,,
1920,76-1616,,,industrial building; water tower; brick architecture; early 20th century; black and white photograph,"A black and white photograph showing a multi-story brick industrial or institutional building with a prominent water tower, surrounded by vegetation and landscaping, likely from the early 1900s."
1921,76-1617,,,brick building; high school; painted post; bare trees; black and white photograph,"A black and white photograph showing the High School in Painted Post, New York, a two-story brick building with decorative chimneys and multiple windows, surrounded by bare trees and an open lawn."
1922,76-1618,Corning Glass Center Buildings,,flooded industrial complex; factory smokestacks; river flood; black and white photograph; corning glass works,"A black and white photograph showing the Corning Glass Works facility inundated by floodwaters from the adjacent river, with multiple tall industrial smokestacks visible above the flood line and factory buildings partially submerged along the waterfront."
1923,76-1618,Corning Glass Works Floods,,flooded industrial complex; factory smokestacks; river flood; black and white photograph; corning glass works,"A black and white photograph showing the Corning Glass Works facility inundated by floodwaters from the adjacent river, with multiple tall industrial smokestacks visible above the flood line and factory buildings partially submerged along the waterfront."
1924,76-1619,Floods,1935,flooded street; residential buildings; utility poles; 1935 flood; black and white photograph,"This black and white photograph documents the July 8th flood at Painted Post, New York, showing multiple residential and commercial buildings partially submerged in floodwater, with utility poles and railroad tracks visible in the foreground."
1925,76-1620,Floods,1935,flood damage; eroded landscape; rural road; wooden fence; black and white photograph,"This black and white photograph shows a rural road with a wooden fence damaged by flooding, with eroded earth and debris visible along the roadside and trees in the background, captioned ""Corning and Painted Post Road—Flood July 8, 1935."""
1926,76-1621,"Couthouse Park, Corning, New York",,,
1927,76-1622,Curtiss Airplanes,,,
1928,76-1623,"Brick, Terra Cotta & Tile Co. ",,,
1929,76-1624,,,ingersoll-rand plant; industrial facility; painted post; new york; black and white photograph,"An aerial view of the Ingersoll-Rand Plant in Painted Post, New York, showing industrial buildings with smokestacks, a water tower, residential structures in the foreground, and surrounding hills in this early-to-mid 20th century photograph."
1930,76-1625,,,corning ny; industrial landscape; bridge; hillside town; black and white photograph,"A black and white historical photograph showing an elevated view of Corning, New York, featuring the Oldfield Bridge and Seventh Ward, with industrial buildings, factory smokestacks, residential structures, and surrounding hills in the background."
1931,76-1626,,,highway overpass; curved bridge; mid-century infrastructure; rural landscape; black and white photograph,"An aerial view of a modern curved highway overpass and bridge system spanning across a rural valley landscape with forested hills, utility poles, and scattered buildings in the background, likely from the mid-20th century."
1932,76-1627,,,brick mansion; tudor revival architecture; early 20th century; residential estate; black and white photograph,"A black and white photograph of a large Tudor Revival brick mansion with distinctive half-timbering on the upper gable, tall chimney, multiple windows, and manicured grounds featuring landscaped shrubs and trees on an elevated lot."
1933,76-1628,"Corning, New York",,,
1934,76-1629,,,frank b. hower scottish rite cathedral; corning ny; historic building; black and white photograph; architectural landmark,"This black and white photograph shows the Frank B. Hower Scottish Rite Cathedral in Corning, New York, a distinctive brick building with twin cupolas, decorative architectural details, and multiple stories featuring numerous windows."
1935,76-1630,Corning Glass Center,,corning glass center; aerial view; modernist architecture; mid-century building; black and white photograph,"An aerial photograph of the Corning Glass Center in Corning, New York, showing modernist buildings with flat roofs, manicured landscaping with trees and shrubs, and surrounding grounds in this mid-century architectural documentation."
1936,76-1631,"First National Bank & Trust Co., Corning, N.Y. ",,historic bank building; corning new york; early 20th century architecture; downtown streetscape; black and white photograph,"This black and white photograph shows the First National Bank & Trust Co. building in Corning, New York, a multi-story Beaux-Arts style structure with ornate architectural details, arched windows on the ground floor, and neighboring commercial buildings visible along the downtown street."
1937,76-1632,,,railroad station; lindley new york; early 20th century; black and white photograph; rural landscape,"A black and white photograph of the N.Y.C. Station in Lindley, N.Y., showing a small dark wooden station building with a distinctive peaked roof beside railroad tracks, with utility poles, rural fields, and hills visible in the background."
1938,76-1633,Dickinson House,,,
1939,76-1634,,,brick building; victorian architecture; steeple; early 1900s; black and white photograph,"A black and white photograph showing a large Victorian-era brick institutional building with distinctive turrets and a central steeple, surrounded by a fence and bare trees, likely from the early 1900s in Corning, NY."
1940,76-1635,Floods,1946,,
1941,76-1637,Floods,1946,flooded river; steel bridge; 1946 flood; Corning NY; black and white photograph,"This 1946 photograph documents flooding in Corning, New York, showing a steel truss bridge spanning a swollen river with a church steeple visible in the background amid the flooded landscape."
1942,76-1638,Floods,1946,,
1943,76-1639,Floods,1946,flooded river; 1946 flood; corning ny; spectators; black and white photograph,"This black and white photograph documents the 1946 flood in Corning, NY, showing a swollen river with spectators gathered on the right bank near residential buildings and utility poles, with mountains visible in the background."
1944,76-1640,Floods,1946,flooded valley; aerial view; 1946 flood; landscape; black and white photograph,"An aerial view of the Corning, NY valley during the 1946 flood, showing extensive water coverage across the floodplain with forested hills in the background and scattered buildings partially submerged in the widespread inundation."
1945,76-1641,Floods,1946,flooded river; steel bridges; industrial buildings; 1946 flood; black and white photograph,"This black and white photograph documents the 1946 flood in Corning, NY, showing multiple steel truss bridges partially submerged in floodwaters with industrial buildings and factory smokestacks visible in the background along the riverbank."
1946,76-1642,Floods,1946,flooded river; industrial buildings; steel bridge; 1946 flood; black and white photograph,"A black and white photograph showing the 1946 flood in Corning, NY, with industrial buildings and factory smokestacks partially submerged in floodwaters, a steel truss bridge visible on the right, and forested hills in the background."
1947,76-1643,Floods,1946,flooded river; steel bridge; debris; 1946 flood; black and white photograph,"A black and white photograph showing a swollen river with debris and uprooted vegetation floating in the floodwaters, with a steel truss bridge and industrial building visible in the background during the 1946 Corning flood."
1948,76-1644,Floods,1946,flooded industrial area; factory smokestacks; steel bridge; 1946 flood; black and white photograph,"This black and white photograph documents the 1946 flood in Corning, NY, showing an industrial facility with multiple tall smokestacks partially submerged in floodwaters, with a steel truss bridge visible on the left and mountains in the background."
1949,76-1645,Floods,1946,flooded bridge; steel truss bridge; flood damage; 1946 flood; black and white photograph,"A steel truss bridge spanning a swollen river during the 1946 flood in Corning, NY, with spectators gathered on the bridge structure and surrounding areas as floodwaters inundate the landscape below."
1950,76-1646,Floods,1946,flooded river; industrial buildings; smokestacks; 1946 flood; black and white photograph,"A black and white photograph showing the 1946 flood in Corning, NY, with industrial facilities and factory buildings with multiple smokestacks partially submerged in floodwaters, mountains visible in the background."
1951,76-1647,Floods,1946,flooded industrial area; factory with tall chimney; 1946 flood; corning ny; black and white photograph,"This black and white photograph documents the 1946 flood in Corning, NY, showing an industrial complex with a prominent tall smokestack completely submerged in floodwaters, with various factory buildings, wooden structures, and debris partially underwater."
1952,76-1648,,,large crowd; bare trees; parade or procession; early 20th century; black and white photograph,"A large gathering of people lines a tree-lined street or park area in what appears to be an early 20th-century parade or public procession, with mounted figures visible among the crowd and bare deciduous trees framing the scene."
1953,76-1649,,,industrial interior; workers; barrels; factory; black and white photograph,"A black and white photograph showing multiple workers inside an industrial factory or warehouse space handling large barrels and packaged goods, with wooden structural elements, windows, and hanging cookware visible overhead."
1954,76-1650,Corning Glass Center Buildings,,industrial smokestacks; corning glass works; river view; early 20th century; black and white photograph,"This black and white photograph shows five tall industrial smokestacks of the Corning Glass Works facility along a river, with the Corning, NY valley and forested hills visible in the background, and brick factory buildings with wooden railings visible in the foreground."
1955,76-1651,Fireman's Convention,,fireman's convention; decorated building; patriotic bunting; brick architecture; downtown corning,"A brick building decorated with patriotic bunting and flags for a Fireman's Convention in Corning, NY, with visible signage reading ""CORNING FIRE DEPT'S TO FIREMEN'S"" on the storefront."
1956,76-1651,"First National Bank & Trust Co., Corning, N.Y. ",,fireman's convention; decorated building; patriotic bunting; brick architecture; downtown corning,"A brick building decorated with patriotic bunting and flags for a Fireman's Convention in Corning, NY, with visible signage reading ""CORNING FIRE DEPT'S TO FIREMEN'S"" on the storefront."
1957,76-1652,"Denison Park, Corning, N.Y. ",,denison park; winter landscape; snow; bare trees; black and white photograph,"A winter scene of Denison Park in Corning, NY showing a snow-covered path or road lined with bare deciduous trees and what appears to be a small bridge or structure in the middle distance."
1958,76-1653,"Corning, New York",,corning new york; aerial view; industrial smokestacks; residential neighborhoods; black and white photograph,"A black and white aerial photograph showing Corning, New York's downtown area with prominent industrial smokestacks, residential houses, and surrounding hills, taken from an elevated vantage point overlooking the town."
1959,76-1654,"Corning, New York",,corning new york; industrial landscape; residential neighborhood; factory smokestacks; black and white photograph,"A black and white photograph showing an elevated view of Corning, New York with residential houses in the foreground, industrial factory buildings with multiple smokestacks in the middle distance, a river, forested hills in the background, and what appears to be early-to-mid 20th century architecture and landscape."
1960,76-1655,"Denison Park, Corning, N.Y. ",,denison park; pond; trees; black and white photograph; landscape,"A black and white photograph of Denison Park in Corning, NY showing a calm pond surrounded by mature trees with their reflections visible in the water, with hills visible in the background."
1961,76-1656,,,stone bridge; river; arched bridge; dense foliage; black and white photograph,"A black and white photograph showing a curved stone arch bridge spanning a river, surrounded by dense trees and vegetation, with the bridge's reflection visible in the calm water below."
1962,76-1657,"Denison Park, Corning, N.Y. ",,denison park; winter landscape; snow; bare trees; black and white photograph,"A winter scene of Denison Park in Corning, New York, showing snow-covered grounds with bare deciduous trees and a curved bridge or railing visible in the middle distance."
1963,76-1658,,,stone bridge; wooded landscape; stream; black and white photograph; park or garden setting,"A black and white photograph showing a stone arch bridge spanning a small stream or creek, surrounded by dense trees and vegetation in what appears to be a park or natural area near Corning, NY."
1964,76-1660,,,historic house; waterfront property; tall trees; wooden dock; black and white photograph,"A two-story wooden house with a wraparound porch sits among tall trees on a waterfront property, with a wooden dock visible in the foreground and what appears to be a flagpole in the yard, photographed in black and white."
1965,76-1661,,,construction site; large crowd; wooden scaffolding; early 20th century; black and white photograph,"A black and white photograph showing a large gathering of people at a construction site with extensive wooden scaffolding and what appears to be an industrial or civic building under construction, likely from the early 1900s in Corning, NY."
1966,76-1662,,,riverside town; agricultural fields; church spires; hillside landscape; black and white photograph,"A black and white photograph showing a riverside town nestled in a valley with distinctive church spires, surrounded by forested hills and agricultural fields in the foreground, depicting a European-style settlement landscape."
1967,76-1663,,,downtown street; patriotic bunting; horse-drawn carriages; early 1900s; black and white photograph,"A downtown street in Corning, NY decorated with American flags and patriotic bunting on both sides, featuring horse-drawn carriages, trolley tracks, and multi-story commercial buildings typical of the early 1900s."
1968,76-1664,"Centerway Square, Corning, N.Y. ",,,
1969,76-1665,,,industrial accident; derailed train; brick building; early 20th century; black and white photograph,"A black and white photograph showing a derailed or crashed train car tilted against a large brick industrial building in Corning, NY, with workers and onlookers gathered at the scene, utility poles and railroad infrastructure visible in the background."
1970,76-1666,,,industrial machinery; factory worker; glass manufacturing; vintage equipment; black and white photograph,"A factory worker operates large industrial machinery in what appears to be a glass manufacturing facility, with metal framework, control panels, and large cylindrical equipment visible in this black and white photograph from the Corning, NY local history archive."
1971,76-1667,Corning Homes,,historic house; neoclassical architecture; columned portico; stone foundation; black and white photograph,"A black and white photograph of a substantial neoclassical-style residential home in Corning, NY, featuring a raised stone foundation with arched openings, a full-width columned front porch, and decorative cornicing, surrounded by a picket fence and bare trees."
1972,76-1668,Corning Homes,,victorian mansion; bare tree; wooden siding; front porch; black and white photograph,"A black and white photograph of an ornate Victorian-era residential home in Corning, NY, featuring a distinctive cupola, wraparound porches with decorative railings, and classical columns, with a bare tree prominently positioned in the foreground."
1973,76-1669,Corning Homes,,,
1974,76-1670,,,white church building; bare trees; winter scene; black and white photograph; architectural landmark,"A black and white photograph showing a white-painted church building with a gabled roof and multiple windows, framed by bare deciduous trees in winter, with utility poles visible and what appears to be a gate or fence structure in the foreground."
1975,76-1671,Corning Homes,,victorian mansion; snow; winter; turret; bare tree; black and white photograph,"A snow-covered Victorian-era residential home in Corning, NY featuring distinctive architectural elements including a rounded turret with a spire, wraparound porch, and decorative details, with bare trees and neighboring houses visible in this black and white winter photograph."
1976,76-1672,Board of Education Building,,board of education building; brick architecture; bare trees; early 20th century; black and white photograph,"A black and white photograph of the Board of Education Building in Corning, NY, showing a substantial brick structure with distinctive twin towers and multiple chimneys, photographed during winter with bare trees in the foreground and a few figures visible near the entrance."
1977,76-1673,"Clocktower, Corning, N.Y. ",,clocktower; corning new york; downtown street; black and white photograph; historic architecture,"A black and white photograph of Corning, NY's distinctive stone clocktower standing in a downtown plaza, with Victorian-era buildings to the left, industrial smokestacks visible in the background, and utility lines crossing overhead."
1978,76-1674,,,downtown corning; brick buildings; theater marquee; 1940s automobiles; black and white photograph,"A black and white photograph of a downtown Corning street showing ornate brick commercial buildings with a visible theater marquee reading ""STRAND THEATER"" and ""ALADDIN,"" period automobiles parked at the curb, and fire escapes on the adjacent building."
1979,76-1675,Corning Glass Center Buildings,,corning glass works; industrial facility; historic buildings; black and white photograph; early 20th century,"This black and white photograph shows an early industrial glass manufacturing facility in Corning, NY, featuring a multi-story brick building with two tall smokestacks, surrounded by smaller outbuildings, wooden structures, and landscaping typical of early 20th-century industrial operations."
1980,76-1676,,,river landscape; trees; water reflection; black and white photograph; the island,"A black and white photograph titled ""The Island"" showing a scenic river view lined with dense trees on both banks, with calm water reflecting the surrounding vegetation and sky."
1981,76-1677,,,industrial building; ingersoll rand plant; brick factory; early 20th century; black and white photograph,"A black and white photograph labeled ""Section of Ingersoll—Rand Plant"" showing a large brick industrial factory building with multiple stories, chimneys, and windows, surrounded by a wooden fence along an unpaved road with scattered trees."
1982,76-1678,Baseball,,baseball game; baseball field; spectators; chain-link fence; black and white photograph,"A black and white photograph showing a baseball game in progress at a field in Corning, NY, with players on the diamond, spectators lining the field and seated in the background, and a chain-link fence visible in the foreground."
1983,76-1679,Baseball,,baseball game; vintage photograph; baseball field; early 20th century; black and white,"A black and white photograph showing a baseball game in progress on a dirt field with multiple players positioned across the diamond and outfield, with spectators visible in the background along the tree line."
1984,76-1680,,,steamboat; paddle wheeler; holmes; river vessel; black and white photograph,"A side view of the steamboat Holmes with its distinctive paddle wheel and tall smokestack, docked in water with several people swimming or wading in the foreground."
1985,76-1681,,,old state arsenal; corning; stone building; tower; historic structure,"The Old State Arsenal in Corning, New York, a castellated stone structure with a prominent central tower and crenellated walls, surrounded by mature trees and grounds."
1986,76-1682,,,brick buildings; arched windows; downtown corning; black and white photograph; historic architecture,"A black and white photograph showing a row of historic brick buildings with distinctive arched windows and decorative cornices, typical of late 19th or early 20th century downtown Corning, New York architecture."
1987,76-1683,,,historic building; downtown corning; stone architecture; early 20th century; street level storefronts,"A black and white photograph of a prominent multi-story stone building in downtown Corning with ground-floor retail storefronts including signage for ""Dry Goods,"" ""Carpets,"" and other businesses, with pedestrians visible on the street below."
1988,76-1684,"Clocktower, Corning, N.Y. ",,,
1989,76-1684,"First National Bank & Trust Co., Corning, N.Y. ",,,
1990,76-1685,"Clocktower, Corning, N.Y. ",,clock tower; corning new york; historic downtown; brick buildings; black and white photograph,"This archival photograph (ID: 25633) shows the Clock Tower in Corning, N.Y., featuring a prominent stone clock tower on the right with surrounding Victorian-era brick buildings, a horse-drawn cart in the foreground, and utility poles crossing the street in what appears to be an early 20th-century downtown scene."
1991,76-1686,Corning Glass Works Patterns,,corning glass works; decorative patterns; floral designs; glass etching; archival documentation,"This archival photograph documents Corning Glass Works decorative patterns including a ""6 in vases, Holly hocks"" design and a ""Somerset"" pattern, showing floral and botanical motifs used for glass decoration and trimming."
1992,76-1687,Corning Glass Works Patterns,,glass pattern designs; decorative motifs; botanical ornaments; geometric patterns; archival documentation,"This archival photograph displays four Corning Glass Works pattern designs featuring ornamental and geometric motifs, including a scrolled leaf border pattern, a radiating checkerboard design with dotted accents, a circular plate design with floral and botanical elements, and a partial view of a sunflower pattern on the right edge."
1993,76-1688,,,industrial landscape; steel bridge; river; smoke stacks; black and white photograph,"A black and white photograph showing a steel truss bridge spanning a river with industrial smokestacks visible in the background, reflecting in the calm water below, depicting an early-to-mid 20th century industrial scene."
1994,76-1689,Baseball,,baseball team; corning; early 1900s; black and white photograph; uniforms,"A formal team portrait of the Corning baseball team from the early 1900s, showing approximately 13 players in uniforms with ""CORNING"" visible on their jerseys, posed in two rows against a building backdrop."
1995,76-1690,,,the kennedy building; brick architecture; railroad tracks; early 20th century; black and white photograph,"A black and white photograph of ""The Kennedy"" building in Corning, NY, a two-story brick structure with classical architectural details, ground-level storefronts with columns, and people gathered on a second-floor balcony, situated adjacent to railroad tracks."
1996,76-1691,,,parade; decorated street; crowds; early 20th century; black and white photograph,"A large civic parade or celebration in Corning, NY featuring a decorated downtown street lined with bunting and flags, with crowds of spectators lining both sides of the street and marchers proceeding down the center, photographed from an elevated vantage point."
1997,76-1692,Fires,,fire; railroad yard; smoke; firefighting; black and white photograph,"A black and white photograph showing firefighters battling a large fire at a railroad yard in Corning, NY, with massive plumes of smoke rising from burning structures, railroad tracks visible in the foreground, and a utility pole and industrial buildings in the background."
1998,76-1693,Fires,,fire; smoke; wooden structures; industrial building; black and white photograph,"A black and white photograph documenting a major fire in Corning, NY, showing wooden buildings engulfed in heavy smoke with a brick industrial structure visible in the background amid the flames and smoke."
1999,76-1694,Fires,,fire; industrial building; firefighting; steam engine; early 20th century; black and white photograph,"A black and white photograph documenting a major fire at an industrial building in Corning, NY, with firefighters operating a steam-powered fire engine amid heavy smoke, utility poles visible in the background, and spectators gathered at a safe distance."
2000,76-1695,Fires,,railroad fire; firefighting; industrial building; water streams; black and white photograph,"Firefighters battle a major fire at a railroad facility in Corning, NY, directing multiple water streams at burning structures and boxcars along the tracks while smoke billows into the sky."
2001,76-1696,Fires,,fire; building fire; smoke; industrial building; black and white photograph,"A large industrial or commercial building in Corning, NY engulfed in heavy smoke and flames, with a tall chimney visible and wooden structures in the foreground, captured in this black and white archival photograph documenting a major fire incident."
2002,76-1697,Fires,,fire; industrial building; steam and smoke; railroad tracks; black and white photograph,"A black and white photograph showing a major fire at an industrial structure in Corning, NY, with heavy smoke and steam billowing from the building, railroad tracks visible in the foreground, and what appears to be firefighting or emergency response equipment on the tracks."
2003,76-1698,Fires,,major fire; firefighting efforts; industrial building; early 20th century; black and white photograph,"This black and white photograph documents a massive industrial fire in Corning, NY, showing firefighters operating water cannons and equipment on railroad tracks while dense smoke and flames engulf a large building, with crowds of onlookers gathered to witness the emergency response."
2004,76-1699,Fires,,fire fighting; water stream; wooden building; firefighters; black and white photograph,"Firefighters direct a powerful water stream from a hose onto a wooden structure engulfed in flames and smoke, with a ladder visible on the left side of the image during what appears to be a fire suppression operation in Corning, NY."
2005,76-1700,,,public park; swimming pool; recreational area; crowds; black and white photograph,"A black and white photograph showing a public swimming pool and recreational park in Corning, NY, with crowds of visitors enjoying the facilities, surrounded by mature trees and hills in the background."
2006,76-1701,Food-Mart,,food-mart; grocery store interior; meat counter; mid-century retail; black and white photograph,"Interior view of a Food-Mart grocery store showing staff behind a meat display counter with packaged products, promotional signage including ""Star Beef"" visible above, and store employees in white aprons working at the counter."
2007,76-1702,Country Club,,country club; neoclassical architecture; white columns; black and white photograph; corning ny,"The Corning Country Club in Corning, New York, a neoclassical building with prominent white columns, a triangular pediment, and manicured grounds with trees and landscaping."
